refID,url,reference_number,procuring_entity,title,area_of_delivery,solicitation_number,procurement_mode,classification,category,  abc_php  ,delivery_period,status,date_published,closing_datetime,last_updated,contact_person,contact_address,contact_email,contact_phone,description
12516285,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516285&DirectFrom=OpenOpp&Type=category&BusCatID=29,12516285,"CITY OF TALISAY, CEBU",Accountable Forms - City Treasury Office,Cebu,PR 100-25-10-046,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 569,000.00 ",0 Day/s,Status,10/23/25,10/27/25,10/23/25,"Asaria P Cañal
CGDH-I (General Services Office)
Lawaan II,
Talisay City
Cebu
Philippines 6045
63-32-2721391
63-32-2721391
gsotalisaycebu@yahoo.com",,,,Description
12516166,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516166&DirectFrom=OpenOpp&Type=category&BusCatID=29,12516166,DEPARTMENT OF AGRARIAN REFORM - REGION VII,Procurement of Printing Services,Cebu,2025-10-102 SPLIT,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 450,000.00 ",45 Day/s,Status,10/23/25,10/28/25,10/23/25,"Arthur D Dulcero
Administrative Officer III
G/F Legislative Building,
Cebu Provincial Capitol Compound
Escario St.
Cebu City
Cebu
Philippines 6000
63-32-2557071
63-32-2557071
adulcero@yahoo.com",,,,Description
12516855,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516855&DirectFrom=OpenOpp&Type=category&BusCatID=134,12516855,"MUNICIPALITY OF TUBURAN, CEBU",Supply & Delivery of ECCD Learning Materials ABC My Practice Book Writing for 50 Day Care Centers,Cebu,0225-145,Public Bidding,Goods,Educational Materials and Supplies," 417,150.00 ",0 Day/s,Status,10/23/25,11/12/25,10/23/25,"JUDE MARIE PATINDOL PAUTAN
Bac Secretary
Mun. Building Phase2, Office of the Mayor, Poblaci
Poblacion 4
Mun. Building Phase2, Office of the Mayor, Poblaci
Tuburan
Cebu
Philippines 6043
63-923-3376929
63-951-1651429
bactuburan2022@gmail.com",,,,Description
12495248,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12495248&DirectFrom=OpenOpp&Type=category&BusCatID=64,12495248,"MUNICIPALITY OF DUMANJUG, CEBU","Procurement of Rescue Shirt with Collar, Traffic Shirt,, Customized Pants & Rain Coat for LDRRM Personnel - Poblacion Central,Dumanjug,Cebu",Cebu,2025-10-016,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,"Editorial, Design, Graphic and Fine Art Services"," 229,200.00 ",0 Day/s,Status,10/21/25,10/28/25,10/21/25,"Judea Micah Dialco Carbajosa
BAC Secretariat Staff
Poblacion
Damanjug
Cebu
Philippines 6035
63-032-4719045

hudiyaaa01@gmail.com",,,,Description
12516599,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516599&DirectFrom=OpenOpp&Type=category&BusCatID=29,12516599,"MUNICIPALITY OF LILOAN, CEBU",Brgy. Tanods Skills Enhancement,Cebu,10-018-25,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Printing Services," 192,500.00 ",0 Day/s,Status,10/23/25,10/29/25,10/23/25,"Edwin G. Yuson
BAC Technical Support
Liloan,
Cebu City
Cebu
Philippines
63-32-5643131

abanteliloan@gmail.com",,,,Description
12515016,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515016&DirectFrom=OpenOpp&Type=category&BusCatID=28,12515016,"BARANGAY BALIWAGAN, BALAMBAN, CEBU","INSTALLATION OF POLYETHYLENE PIPE - (VARIOUS SITIOS) - DUANGAN, BALAMBAN, CEBU",Cebu,2025-10-Duangan,Public Bidding,Goods,Packaging Supplies and Materials," 99,975.00 ",30 Day/s,Status,10/23/25,10/31/25,10/23/25,"EMMANUEL SUBING-SUBING CLIMACO
barangay chairman
baliwagan
balamban
cebu
Balamban
Cebu
Philippines 6041
63-908-3807083
63-921-7756210
barangaybaliwagan@yahoo.com",,,,Description
12495161,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12495161&DirectFrom=OpenOpp&Type=category&BusCatID=28,12495161,COTABATO REGIONAL AND MEDICAL CENTER,SUPPLY & DELIVERY OF PAPER MEAL BOX (FRAMEWORK AGREEMENT),Cotabato,ITB NO. 2025-17-095 PAPER MEALBOX (FRAMEWORK AGREE,Public Bidding,Goods,Packaging Supplies and Materials," 9,816,000.00 ",10 Day/s,Status,10/17/25,11/12/25,10/17/25,"Shiedhe Kembuan Bangen
Head, Procurement Department
Sinsuat Avenue, RH 10
Cotabato City
Maguindanao
Philippines 9600
63-064-5521356
63-064-5521356
crmcprocurement@gmail.com",,,,Description
12467937,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12467937&DirectFrom=OpenOpp&Type=category&BusCatID=29,12467937,MINISTRY OF TRANSPORTATION AND COMMUNICATION (BARMM ) COTABA,Procurement of Accountable Forms (Security Paper).,Cotabato,25-08-0512,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 1,696,500.00 ",7 Day/s,Status,10/23/25,10/29/25,10/23/25,"Raihanne D Abantas
PMO V
MOTC-Building, BARMM Compound, Cotabato City
Cotabato City
Maguindanao
Philippines 9600
63-930-5232116

raihanneabantas14344@gmail.com",,,,Description
12517014,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12517014&DirectFrom=OpenOpp&Type=category&BusCatID=29,12517014,MINISTRY OF TRANSPORTATION AND COMMUNICATION (BARMM ) COTABA,Procurement of Accountable Forms (1Q) ROLLBOOK,Cotabato,25-08-0550,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 528,000.00 ",7 Day/s,Status,10/23/25,10/29/25,10/23/25,"Raihanne D Abantas
PMO V
MOTC-Building, BARMM Compound, Cotabato City
Cotabato City
Maguindanao
Philippines 9600
63-930-5232116

raihanneabantas14344@gmail.com",,,,Description
12517068,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12517068&DirectFrom=OpenOpp&Type=category&BusCatID=29,12517068,MINISTRY OF TRANSPORTATION AND COMMUNICATION (BARMM ) COTABA,Procurement of Accountable Forms (Q4) ROLLBOOK,Cotabato,25-08-0507,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 400,000.00 ",7 Day/s,Status,10/23/25,10/29/25,10/23/25,"Raihanne D Abantas
PMO V
MOTC-Building, BARMM Compound, Cotabato City
Cotabato City
Maguindanao
Philippines 9600
63-930-5232116

raihanneabantas14344@gmail.com",,,,Description
12516612,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516612&DirectFrom=OpenOpp&Type=category&BusCatID=29,12516612,MINISTRY OF TRANSPORTATION AND COMMUNICATION (BARMM ) COTABA,CUSTOMIZED POLO SHIRT (COTTON) FOR OPLAN PASKO 2025,Cotabato,25-09-0630,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 98,000.00 ",7 Day/s,Status,10/23/25,10/29/25,10/23/25,"Raihanne D Abantas
PMO V
MOTC-Building, BARMM Compound, Cotabato City
Cotabato City
Maguindanao
Philippines 9600
63-930-5232116

raihanneabantas14344@gmail.com",,,,Description
12516655,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516655&DirectFrom=OpenOpp&Type=category&BusCatID=29,12516655,MINISTRY OF TRANSPORTATION AND COMMUNICATION (BARMM ) COTABA,CUSTOMIZED POLO SHIRT (COTTON) FOR OPLAN UNDAS 2025,Cotabato,25-09-0631,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 98,000.00 ",7 Day/s,Status,10/23/25,10/29/25,10/23/25,"Raihanne D Abantas
PMO V
MOTC-Building, BARMM Compound, Cotabato City
Cotabato City
Maguindanao
Philippines 9600
63-930-5232116

raihanneabantas14344@gmail.com",,,,Description
12515431,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515431&DirectFrom=OpenOpp&Type=category&BusCatID=29,12515431,"MUNICIPALITY OF MAKILALA, NORTH COTABATO",Purchase of Polo shirt to be distributed to the Constituent of this Municipality,Cotabato,2025-10-702,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 54,285.00 ",0 Day/s,Status,10/23/25,10/27/25,10/23/25,"Alfredo S. Enero
Municipal Engineer
Poblacion,
Makilala
Cotabato
Philippines 9401
63-948-9106456

lgumakilalabac@gmail.com",,"Reference Number	12515431
  Procuring Entity	MUNICIPALITY OF MAKILALA, NORTH COTABATO
  Title	Purchase of Polo shirt to be distributed to the Constituent of this Municipality
  Area of Delivery	Cotabato	   Printable Version

Solicitation Number:	2025-10-702
Trade Agreement:	Implementing Rules and Regulations
Procurement Mode:	Negotiated Procurement - Small Value Procurement (Sec. 53.9)
Classification:	Goods
Category:	Printing Services
Approved Budget for the Contract:	PHP 54,285.00
Delivery Period:	0 Day/s
Client Agency:	


Contact Person:	Alfredo S. Enero
Municipal Engineer
Poblacion,
Makilala
Cotabato
Philippines 9401
63-948-9106456

lgumakilalabac@gmail.com
	Status	

Active


Associated Components	Order
Bid Supplements	
0

Document Request List	
1

Date Published	23/10/2025
Last Updated / Time	23/10/2025 12:00 AM
Closing Date / Time	27/10/2025 8:00 AM


Description
Republic of the Philippines
Region XII
Province of Cotabato
Municipality of Makilala
OFFICE OF THE BIDS AND AWARD COMMITTEE

REQUEST FOR QUOTATION
(Small Value Procurement)

Date: October 23, 2025
SVP#: 2025-10-702

The MUNICIPALITY OF MAKILALA through its Bids and Awards Committee intend to procure goods for the:

Name of Project: Purchase of Polo shirt to be distributed to the Constituent of this Municipality

Approved Budget for Contract: Fifty Four Thousand Two Hundred Eighty Five Pesos (₱54,285.00) Only

Terms and Conditions:

Delivery Date: Twenty (20) working days upon receipt of Purchase Order

Place of Delivery: Municipality of Makilala –SB Respicio

Terms of Payment: After Delivery and Issuance of Inspection & Acceptance Report

Please quote your best offer for the item(s) listed. Submit your sealed quotation duly signed by you or your duly authorized representative not later than not later than October 27, 2025 at exactly 8:AM. A copy of your Business Permit, PhilGeps, and Certificate of Registration and Omnibus Sworn Statement is also required to be submitted along with your sealed quotation/proposal. Quotation may be submitted manually or through facsimile or mail or Email at the address indicated below.

For clarification, you may contact Ruby C. Alera., BAC Secretariat Head at telephone no. 0948-910-6456 and Email Address lgumakilalabac@gmail.com at Bids and Awards Committee Office– Rooftop, Municipal Hall, LGU, Makilala.








Created by	Alfredo S. Enero
Date Created	22/10/2025










The PhilGEPS team is not responsible for any typographical errors or misinformation presented in the system. PhilGEPS only displays information provided for by its clients, and any queries regarding the postings should be directed to the contact person/s of the concerned party.",,Description
12513088,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12513088&DirectFrom=OpenOpp&Type=category&BusCatID=51,12513088,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - DAVAO OCCIDENTAL D,"CID No. 25GLE0098 / PR 25-10-0115 Purchase of Printer Consumables use for Maintenance Section, Davao Occidental, DEO, Malita Davao Occidental",Davao Occidental,25GLE0098 / PR 25-10-0115,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Supplies," 755,166.33 ",10 Day/s,Status,10/22/25,10/29/25,10/22/25,"Jerlyn Mae Mesiona Erediano
Engineer II
Brgy. Buhangin, Malita
Malita
Davao Occidental
Philippines 8012
63-2-09198725602

jerediano.dpwh@gmail.com",,,,Description
12512950,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12512950&DirectFrom=OpenOpp&Type=category&BusCatID=51,12512950,BORONGAN WATER DISTRICT,Printing Supplies,Eastern Samar,PR NO. 2025-10-361,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Printing Supplies," 25,000.00 ",15 Day/s,Status,10/22/25,10/28/25,10/22/25,"Dyna Rose Arma Fernandez
BAC Secretariat
National Road, Sabang South,
Borongan, Eastern Samar
Borongan
Eastern Samar
Philippines 6800
63-560-9548
63-560-9548
boronganWD.BAC@gmail.com",,,,Description
12514964,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12514964&DirectFrom=OpenOpp&Type=category&BusCatID=134,12514964,SOUTHERN ISABELA COLLEGE OF ARTS AND TRADES,"Training Equipment, supplies and materials to be use in diploma in mechanical engineering technology 2 with the subject AET 224 (automotive servicing NC IV) training",Isabela,25-07-627,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Educational Materials and Supplies," 58,350.00 ",15 Day/s,Status,10/23/25,10/28/25,10/23/25,"DEO MARK INDUCTIVO QUIBRAL
Supply Officer
Calaocan,
Santiago City
Isabela
Philippines 3311
63-78-3052577

sicat@tesda.gov.ph",,,,Description
12516972,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516972&DirectFrom=OpenOpp&Type=category&BusCatID=129,12516972,SOCIAL SECURITY SYSTEM-LUZON NORTH 2 DIVISION,Procurement of Raffle Prizes during the conduct of Media Appreciation of LN2,Isabela,LN2D-2025-017,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards,,25 Day/s,Status,10/23/25,10/30/25,10/23/25,"Regar D Garcia
LBAC Secretariat
2nd Floor Puregold-Cauayan, Don Juan Dacanay St.,
San Fermin, Cauayan City, Isabela
Cauayan City
Isabela
Philippines
63-078-6522083
63-078-652083
luzonnorth2@sss.gov.ph",,,,Description
12517064,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12517064&DirectFrom=OpenOpp&Type=category&BusCatID=129,12517064,SOCIAL SECURITY SYSTEM-LUZON NORTH 2 DIVISION,Procurement of Christmas Package for the Conduct of Media Appreciation Dinner,Isabela,LN2D-2025-018,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards,,25 Day/s,Status,10/23/25,10/30/25,10/23/25,"Regar D Garcia
LBAC Secretariat
2nd Floor Puregold-Cauayan, Don Juan Dacanay St.,
San Fermin, Cauayan City, Isabela
Cauayan City
Isabela
Philippines
63-078-6522083
63-078-652083
luzonnorth2@sss.gov.ph",,,,Description
12471019,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12471019&DirectFrom=OpenOpp&Type=category&BusCatID=28,12471019,NATIONAL FOOD AUTHORITY - REGION I,Supply and Delivery of 50-Kg capacity Brand New Woven Polypropylene empty sacks (mts) requirement for palay of NFA Region 1 for the Calendar Year 2025,La Union,NFA-2025-RBAC-REG1-007,Public Bidding,Goods,Packaging Supplies and Materials," 5,576,000.00 ",30 Day/s,Status,10/9/25,10/29/25,10/18/25,"Royce Charisse Ranjo Fabreag
Acting Procurement Management Officer IV
Urbiztondo
San Juan
La Union
Philippines 2514
63-072-6829143
63-072-2425907
region1@nfa.gov.ph",,,,Description
12519125,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12519125&DirectFrom=OpenOpp&Type=category&BusCatID=129,12519125,PROVINCE OF LA UNION,Purchase of Assorted Commodities,La Union,25-506,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards," 430,600.00 ",0 Day/s,Status,10/23/25,10/27/25,10/23/25,"Geanelle R. Esperon
BAC Head Secretariat
Aguila Road Capitol Building Barangay II
San Fernando City
La Union
Philippines 2500
63-72-2425550 Ext.249
63-72-2425550
pglu_bacsu@launion.gov.ph",,,,Description
12517600,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12517600&DirectFrom=OpenOpp&Type=category&BusCatID=71,12517600,DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT - REGION I,Fabrication of stainless- steel back-to-back poster standee for DSWD FO 1 and Provincial and Satellite SWAD Offices,La Union,2510-1151-OARDO,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Corporate Giveaways," 308,550.00 ",30 Day/s,Status,10/23/25,10/28/25,10/23/25,"GILBERT RIVERA CLARIN
ADMINISTRATIVE AIDE VI
Quezon Ave.,
San Fernando City
La Union
Philippines 2500
63-2-6878000 Ext.222

grclarin@dswd.gov.ph",,,,Description
12518045,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12518045&DirectFrom=OpenOpp&Type=category&BusCatID=129,12518045,"CITY OF SAN FERNANDO, LA UNION",Procurement of Trophies and Medals for the City Meet,La Union,PR00045016,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards," 68,000.00 ",0 Day/s,Status,10/23/25,10/28/25,10/23/25,"Gerry M. Pulido
BAC Secretariat Member
Office of the City Mayor,
San Fernando City
La Union
Philippines 2500
63-72-09983436578 Ext.173

pulido_gerry@yahoo.com",,,,Description
12515054,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515054&DirectFrom=OpenOpp&Type=category&BusCatID=29,12515054,BUREAU OF JAIL MANAGEMENT AND PENOLOGY-CALABARZON,Supply and Delivery of Printing and Publication for Fourth Quarter 2025,Laguna,2025-10-0131,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 154,000.00 ",5 Day/s,Status,10/23/25,10/27/25,10/23/25,"ARTURO REPUELA ESPOS JR
Procurement Officer BJMP CALABARZON
Sitio Tagaytay, Brgy. Turbina
Calamba City
Laguna
Philippines 4301
63-49-5306484

r4abacsecretariat@gmail.com",,"Reference Number	12515054
  Procuring Entity	BUREAU OF JAIL MANAGEMENT AND PENOLOGY-CALABARZON
  Title	Supply and Delivery of Printing and Publication for Fourth Quarter 2025
  Area of Delivery	Laguna	   Printable Version

Solicitation Number:	2025-10-0131
Trade Agreement:	Implementing Rules and Regulations
Procurement Mode:	Negotiated Procurement - Small Value Procurement (Sec. 53.9)
Classification:	Goods
Category:	Printing Services
Approved Budget for the Contract:	PHP 154,000.00
Delivery Period:	5 Day/s
Client Agency:	


Contact Person:	ARTURO REPUELA ESPOS JR
Procurement Officer BJMP CALABARZON
Sitio Tagaytay, Brgy. Turbina
Calamba City
Laguna
Philippines 4301
63-49-5306484

r4abacsecretariat@gmail.com
	Status	

Active


Associated Components	Order
Bid Supplements	
0

Document Request List	
10

Date Published	23/10/2025
Last Updated / Time	23/10/2025 12:00 AM
Closing Date / Time	27/10/2025 9:30 AM


Description
REQUEST FOR QUOTATION
The Bureau of Jail Management and Penology — Regional Office - CALABARZON, through its Bids and Awards Committee, intends to procure the Supply and Delivery of Printing and Publication for Fourth Quarter 2025 which will be undertaken in accordance with the 2016 Revised Implementing Rules and Regulations of Republic Act No. 9184
Name of the Project Supply and Delivery of Printing and Publication for the Fourth Quarter
ABC Php 154,000.00
Specifications See Annex ""A""
Delivery Location BJMP Regional Office - CALABARZON, Brgy. Turbina, Calamba City, Laguna
Delivery Date 5 calendar days upon receipt of NTP

Please quote your best offer for the item/s described herein, subject to the Terms and Conditions provided at the last page of this RFQ. Submit your quotation duly signed by you or your authorized representative not later than October 27, 2025 at 9:00 A.M.

Interested suppliers are required to submit the following documents.
a. Mayor's Permit;
b. PhilGEPS Registration Number (Please indicate in the space provided in Annex “A”); and
c. Omnibus Sworn Statement together with any documents to prove that the signatory of the quotation is authorized representative of the company or photocopy of ID bearing the picture/signature of the representative issued by the company.

Quotations shall be submitted manually at the address indicated below.
For further information, please refer to:

JCINSP ARTURO R ESPOS JR
Regional Procurement Officer, BJMP-CALABARZON,
Brgy. Turbina, Calamba City Laguna
Telephone Number: 0991-079-7388
Email Address: r4abacsecretarait@gmail.com




______sgd___________
DESIREE M JAMANDRON
Jail Senior Superintendent
Assistant Regional Director for Operations
Chairperson, BJMP-CALABARZON BAC








Created by	ARTURO REPUELA ESPOS JR
Date Created	22/10/2025










The PhilGEPS team is not responsible for any typographical errors or misinformation presented in the system. PhilGEPS only displays information provided for by its clients, and any queries regarding the postings should be directed to the contact person/s of the concerned party.","Reference Number	12515054
  Procuring Entity	BUREAU OF JAIL MANAGEMENT AND PENOLOGY-CALABARZON
  Title	Supply and Delivery of Printing and Publication for Fourth Quarter 2025
  Area of Delivery	Laguna	   Printable Version

Solicitation Number:	2025-10-0131
Trade Agreement:	Implementing Rules and Regulations
Procurement Mode:	Negotiated Procurement - Small Value Procurement (Sec. 53.9)
Classification:	Goods
Category:	Printing Services
Approved Budget for the Contract:	PHP 154,000.00
Delivery Period:	5 Day/s
Client Agency:	


Contact Person:	ARTURO REPUELA ESPOS JR
Procurement Officer BJMP CALABARZON
Sitio Tagaytay, Brgy. Turbina
Calamba City
Laguna
Philippines 4301
63-49-5306484

r4abacsecretariat@gmail.com
	Status	

Active


Associated Components	Order
Bid Supplements	
0

Document Request List	
10

Date Published	23/10/2025
Last Updated / Time	23/10/2025 12:00 AM
Closing Date / Time	27/10/2025 9:30 AM


Description
REQUEST FOR QUOTATION
The Bureau of Jail Management and Penology — Regional Office - CALABARZON, through its Bids and Awards Committee, intends to procure the Supply and Delivery of Printing and Publication for Fourth Quarter 2025 which will be undertaken in accordance with the 2016 Revised Implementing Rules and Regulations of Republic Act No. 9184
Name of the Project Supply and Delivery of Printing and Publication for the Fourth Quarter
ABC Php 154,000.00
Specifications See Annex ""A""
Delivery Location BJMP Regional Office - CALABARZON, Brgy. Turbina, Calamba City, Laguna
Delivery Date 5 calendar days upon receipt of NTP

Please quote your best offer for the item/s described herein, subject to the Terms and Conditions provided at the last page of this RFQ. Submit your quotation duly signed by you or your authorized representative not later than October 27, 2025 at 9:00 A.M.

Interested suppliers are required to submit the following documents.
a. Mayor's Permit;
b. PhilGEPS Registration Number (Please indicate in the space provided in Annex “A”); and
c. Omnibus Sworn Statement together with any documents to prove that the signatory of the quotation is authorized representative of the company or photocopy of ID bearing the picture/signature of the representative issued by the company.

Quotations shall be submitted manually at the address indicated below.
For further information, please refer to:

JCINSP ARTURO R ESPOS JR
Regional Procurement Officer, BJMP-CALABARZON,
Brgy. Turbina, Calamba City Laguna
Telephone Number: 0991-079-7388
Email Address: r4abacsecretarait@gmail.com




______sgd___________
DESIREE M JAMANDRON
Jail Senior Superintendent
Assistant Regional Director for Operations
Chairperson, BJMP-CALABARZON BAC








Created by	ARTURO REPUELA ESPOS JR
Date Created	22/10/2025










The PhilGEPS team is not responsible for any typographical errors or misinformation presented in the system. PhilGEPS only displays information provided for by its clients, and any queries regarding the postings should be directed to the contact person/s of the concerned party.",Description
12504987,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12504987&DirectFrom=OpenOpp&Type=category&BusCatID=29,12504987,"MUNICIPALITY OF LOS BAÑOS, LAGUNA","RFQ-Supply and Delivery of Uniform and Baseball Cap for Inter Town Sports Assistance, Los Baños, Laguna",Laguna,LOS BAÑOS-SVP-305,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 63,000.00 ",21 Day/s,Status,10/23/25,10/27/25,10/23/25,"Althea Mae D. Deomano
BAC Secretariat/Bookbinder II
Timugan,
Los Baños
Laguna
Philippines 4030
63-049-5302952 Ext.3006
63-049-5302584
bac@losbanos.gov.ph",,,,Description
12514894,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12514894&DirectFrom=OpenOpp&Type=category&BusCatID=29,12514894,"CITY OF ILIGAN, LANAO DEL NORTE",Procurement of Accountable Form Expenses - CMO-RFQ-2025-10-015396,Lanao Del Norte,CMO-RFQ-2025-10-015396,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 374,250.00 ",10 Day/s,Status,10/23/25,10/28/25,10/23/25,"Jessille G. Pobadora
Special Operations Executive Assistant II (BAC Sec
Buhanginan Hills, Pala-o,
Iligan City
Lanao Del Norte
Philippines 9200
63-63-9771976439

bac@iligan.gov.ph",,,,Description
12514716,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12514716&DirectFrom=OpenOpp&Type=category&BusCatID=129,12514716,"CITY OF ILIGAN, LANAO DEL NORTE",Procurement of Trophies/Plaques etc. - CMO-RFQ-2025-10-015395,Lanao Del Norte,CMO-RFQ-2025-10-015395,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards," 264,650.00 ",10 Day/s,Status,10/23/25,10/28/25,10/23/25,"Jessille G. Pobadora
Special Operations Executive Assistant II (BAC Sec
Buhanginan Hills, Pala-o,
Iligan City
Lanao Del Norte
Philippines 9200
63-63-9771976439

bac@iligan.gov.ph",,,,Description
12515706,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515706&DirectFrom=OpenOpp&Type=category&BusCatID=134,12515706,PANTAR CENTRAL ELEMENTARY SCHOOL - PANTAR LANAO DEL NORTE,Semi-Expendable- ICT Equipment,Lanao Del Norte,101-25-10-022,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Educational Materials and Supplies," 221,000.00 ",3 Day/s,Status,10/23/25,10/27/25,10/23/25,"Noronisa Dimaampao Mauna
Elementary School Principal 1
CAMPONG, PANTAR, LANAO DEL NORTE
Pantar
Lanao Del Norte
Philippines 9218
63-227-6633 Ext.ani
63-341-5109
noronisa.mauna001@deped.gov.ph",,,,Description
12515740,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515740&DirectFrom=OpenOpp&Type=category&BusCatID=134,12515740,PANTAR CENTRAL ELEMENTARY SCHOOL - PANTAR LANAO DEL NORTE,Office Supplies,Lanao Del Norte,101-25-10-023,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Educational Materials and Supplies," 163,000.00 ",3 Day/s,Status,10/23/25,10/27/25,10/23/25,"Noronisa Dimaampao Mauna
Elementary School Principal 1
CAMPONG, PANTAR, LANAO DEL NORTE
Pantar
Lanao Del Norte
Philippines 9218
63-227-6633 Ext.ani
63-341-5109
noronisa.mauna001@deped.gov.ph",,,,Description
